time_s,north_m,east_m,latitude_deg,longitude_deg,depth_setpoint_m,depth_m,heading_setpoint_deg,heading_deg,speed_setpoint_mps,surge_speed_mps,pitch_setpoint_deg,pitch_deg,roll_deg,distance_to_target_m,rpm,elevator_deg,rudder_deg
321.8,339.06184691693613,339.0897487608703,12.974649256446751,80.22402936421963,10.0,9.98082789521889,45.275937408903,45.27962101772789,1.5,1.500000311243803,-0.0050162934394951866,-0.0068189875379809865,5.376253089870449e-10,87.10140470702899,958.1233312688959,-0.0007962575175370897,-0.0003941188062373572
321.85,339.11462031300795,339.14304013845396,12.974649731049304,80.22402985603082,10.0,9.980836518601922,45.27593406523474,45.27961331939592,1.5,1.5000003106044155,-0.005016057271511545,-0.006817158919959097,5.370424583584524e-10,87.0264046921179,958.1233309280573,-0.00079594206099352,-0.0003937970731983108
321.90000000000003,339.1673937163625,339.1963315087811,12.974650205651923,80.2240303478419,10.0,9.980845139735496,45.27593072257837,45.279605627391724,1.5,1.5000003099663415,-0.005015817884010749,-0.006815328810328716,5.36460364819911e-10,86.95140467723814,958.123330587919,-0.0007956266150200629,-0.00039347579590775437
321.95000000000005,339.22016712699366,339.2496228718578,12.974650680254607,80.22403083965298,10.0,9.980853758617611,45.27592738093087,45.279597941706406,1.5,1.5000003093295784,-0.005015575283123261,-0.006813497213080451,5.358790275949183e-10,86.87640466238969,958.1233302484795,-0.0007953111798238045,-0.00039315497408071333
322.0,339.27294054489545,339.30291422769017,12.974651154857357,80.22403133146395,10.0,9.98086237524627,45.27592404028915,45.27959026233111,1.5,1.5000003086941232,-0.005015329474978545,-0.006811664132198868,5.352984459069717e-10,86.80140464757245,958.1233299097371,-0.0007949957556176989,-0.0003928346074545681
322.05,339.3257139700619,339.3562055762842,12.97465162946017,80.22403182327486,10.0,9.980870989619484,45.27592070065018,45.27958258925694,1.5,1.5000003080599733,-0.005015080465696925,-0.006809829571662529,5.347186205325738e-10,86.72640463278638,958.123329571691,-0.0007946803426139955,-0.00039251469577591817
322.1,339.3784874024869,339.409496917646,12.97465210406305,80.22403231508571,10.0,9.98087960173527,45.27591736201095,45.27957492247507,1.5,1.5000003074271262,-0.005014828261381449,-0.0068079935354439704,5.341395506952217e-10,86.65140461803136,958.1233292343392,-0.0007943649410178552,-0.00039219523875072207
322.15000000000003,339.4312608421645,339.46278825178155,12.974652578665996,80.2240328068965,10.0,9.980888211591646,45.275914024368376,45.279567261976595,1.5,1.5000003067955792,-0.0050145728681341515,-0.006806156027509726,5.335612356184131e-10,86.5764046033074,958.1233288976803,-0.0007940495510403132,-0.0003918762361326129
322.20000000000005,339.48403428908864,339.5160795786969,12.974653053269007,80.22403329870724,10.0,9.980896819186638,45.275910687719424,45.279559607752695,1.5,1.5000003061653295,-0.005014314292043833,-0.0068043170518203265,5.329836756903994e-10,86.50140458861436,958.123328561713,-0.0007937341728884705,-0.0003915576876467312
322.25,339.5368077432534,339.5693708983981,12.974653527872082,80.22403379051786,10.0,9.980905424518276,45.27590735206104,45.279551959794496,1.5,1.5000003055363744,-0.005014052539194209,-0.00680247661233031,5.324068712994315e-10,86.42640457395223,958.1233282264359,-0.0007934188067719959,-0.0003912395930280825
